time_sec,time_nsec,seq,lon,lat,alt,qx,qy,qz,qw
1777016984,114500865,11198,121.29764769383334,31.534057409166667,3.1215,0.0,0.0,0.0,1.0
1777016984,164426786,11199,121.29764769383334,31.534057409166667,3.1215,0.0,0.0,0.0,1.0
1777016984,214648575,11200,121.2976475655,31.534057626333333,3.123,0.0,0.0,0.0,1.0
1777016984,264502227,11201,121.2976475655,31.534057626333333,3.123,0.0,0.0,0.0,1.0
1777016984,314439833,11202,121.2976475655,31.534057626333333,3.123,0.0,0.0,0.0,1.0
1777016984,364516576,11203,121.2976475655,31.534057626333333,3.123,0.0,0.0,0.0,1.0
1777016984,414488480,11204,121.29764625566668,31.534057986166665,3.2712,0.0,0.0,0.0,1.0
1777016984,464553244,11205,121.29764517183334,31.534059483333333,3.26,0.0,0.0,0.0,1.0
1777016984,514456550,11206,121.2976450185,31.53405972516667,3.2598,0.0,0.0,0.0,1.0
1777016984,564602974,11207,121.29764491366669,31.53405992283333,3.2612,0.0,0.0,0.0,1.0
1777016984,614475161,11208,121.29764473716665,31.5340601885,3.2549,0.0,0.0,0.0,1.0
1777016984,664434002,11209,121.29764459716668,31.534060380333337,3.2605,0.0,0.0,0.0,1.0
1777016984,714598802,11210,121.29764448183332,31.534060606833336,3.2573,0.0,0.0,0.0,1.0
1777016984,764452945,11211,121.29764428783334,31.534060831166666,3.254,0.0,0.0,0.0,1.0
1777016984,814664509,11212,121.29764412416668,31.53406105583333,3.2568,0.0,0.0,0.0,1.0
1777016984,864474319,11213,121.2976439865,31.53406127233333,3.2593,0.0,0.0,0.0,1.0
1777016984,914661698,11214,121.29764382083334,31.534061496166668,3.2623,0.0,0.0,0.0,1.0
1777016984,964447369,11215,121.29764364016667,31.53406173733333,3.2634,0.0,0.0,0.0,1.0
1777016985,14419252,11216,121.29764364016667,31.53406173733333,3.2634,0.0,0.0,0.0,1.0
1777016985,64462480,11217,121.29764364016667,31.53406173733333,3.2634,0.0,0.0,0.0,1.0
1777016985,114423813,11218,121.29764364016667,31.53406173733333,3.2634,0.0,0.0,0.0,1.0
1777016985,164495462,11219,121.29764364016667,31.53406173733333,3.2634,0.0,0.0,0.0,1.0
1777016985,214498610,11220,121.29764350066668,31.534061922833335,3.2677,0.0,0.0,0.0,1.0
1777016985,264463227,11221,121.29764350066668,31.534061922833335,3.2677,0.0,0.0,0.0,1.0
1777016985,314436073,11222,121.29764350066668,31.534061922833335,3.2677,0.0,0.0,0.0,1.0
1777016985,364509599,11223,121.29764350066668,31.534061922833335,3.2677,0.0,0.0,0.0,1.0
1777016985,414462686,11224,121.29764408716667,31.534064135999998,3.3173,0.0,0.0,0.0,1.0
1777016985,464444981,11225,121.2976430105,31.534065550166662,3.3359,0.0,0.0,0.0,1.0
1777016985,514487418,11226,121.29764279483334,31.534065789833335,3.3275,0.0,0.0,0.0,1.0
1777016985,564442703,11227,121.29764262516667,31.534066029000005,3.3188,0.0,0.0,0.0,1.0
1777016985,614668328,11228,121.29764244733333,31.534066187666667,3.3105,0.0,0.0,0.0,1.0
1777016985,664467366,11229,121.2976422675,31.534066458166663,3.3145,0.0,0.0,0.0,1.0
1777016985,714449143,11230,121.29764211166666,31.53406665816666,3.3195,0.0,0.0,0.0,1.0
1777016985,764435734,11231,121.29764189833334,31.53406687,3.3166,0.0,0.0,0.0,1.0
1777016985,814518559,11232,121.29764177233334,31.534067078166665,3.3191,0.0,0.0,0.0,1.0
1777016985,864458256,11233,121.29764155583334,31.534067291666663,3.3219,0.0,0.0,0.0,1.0
1777016985,914467469,11234,121.29764137933334,31.53406749116667,3.3137,0.0,0.0,0.0,1.0
1777016985,964441130,11235,121.29764121966667,31.5340677155,3.319,0.0,0.0,0.0,1.0
1777016986,14445746,11236,121.29764121966667,31.5340677155,3.319,0.0,0.0,0.0,1.0
1777016986,64426263,11237,121.29764121966667,31.5340677155,3.319,0.0,0.0,0.0,1.0
1777016986,114449746,11238,121.29764121966667,31.5340677155,3.319,0.0,0.0,0.0,1.0
1777016986,164488842,11239,121.29764121966667,31.5340677155,3.319,0.0,0.0,0.0,1.0
1777016986,214499162,11240,121.29764099383334,31.534067925333336,3.3108,0.0,0.0,0.0,1.0
1777016986,264428195,11241,121.29764099383334,31.534067925333336,3.3108,0.0,0.0,0.0,1.0
1777016986,314526850,11242,121.29764099383334,31.534067925333336,3.3108,0.0,0.0,0.0,1.0
1777016986,364465925,11243,121.29764099383334,31.534067925333336,3.3108,0.0,0.0,0.0,1.0
1777016986,414605386,11244,121.29763990933334,31.53406864716667,3.283,0.0,0.0,0.0,1.0
1777016986,464466255,11245,121.297638861,31.534069942666665,3.2847,0.0,0.0,0.0,1.0
1777016986,514666665,11246,121.29763873366667,31.534070172333333,3.276,0.0,0.0,0.0,1.0
1777016986,564412697,11247,121.29763852133334,31.53407035333333,3.2841,0.0,0.0,0.0,1.0
1777016986,614621179,11248,121.29763834516667,31.534070548999996,3.2808,0.0,0.0,0.0,1.0
1777016986,664443960,11249,121.2976381505,31.534070795,3.2831,0.0,0.0,0.0,1.0
1777016986,714448571,11250,121.29763796800002,31.534070980500005,3.2825,0.0,0.0,0.0,1.0
1777016986,764434677,11251,121.29763775383331,31.534071244,3.2737,0.0,0.0,0.0,1.0
1777016986,814558643,11252,121.29763757083334,31.534071488333332,3.2709,0.0,0.0,0.0,1.0
1777016986,864583636,11253,121.2976373765,31.53407168716667,3.2768,0.0,0.0,0.0,1.0
1777016986,914456366,11254,121.29763713850001,31.534071939166665,3.2732,0.0,0.0,0.0,1.0
1777016986,964467066,11255,121.29763698066667,31.53407209866667,3.2763,0.0,0.0,0.0,1.0
1777016987,14430956,11256,121.29763698066667,31.53407209866667,3.2763,0.0,0.0,0.0,1.0
1777016987,64500742,11257,121.29763698066667,31.53407209866667,3.2763,0.0,0.0,0.0,1.0
1777016987,114521749,11258,121.29763698066667,31.53407209866667,3.2763,0.0,0.0,0.0,1.0
1777016987,164433944,11259,121.29763698066667,31.53407209866667,3.2763,0.0,0.0,0.0,1.0
